area_name,area_code,date,new_deaths,total_deaths
Lewisham,E09000023,2021-04-04,0,513
Merton,E09000024,2021-04-04,0,406
Newham,E09000025,2021-04-04,1,617
Redbridge,E09000026,2021-04-04,0,737
Richmond upon Thames,E09000027,2021-04-04,0,279
Southwark,E09000028,2021-04-04,0,340
Sutton,E09000029,2021-04-04,0,436
Tower Hamlets,E09000030,2021-04-04,0,394
Waltham Forest,E09000031,2021-04-04,0,471
Wandsworth,E09000032,2021-04-04,0,431
Westminster,E09000033,2021-04-04,0,304
Barking and Dagenham,E09000002,2021-04-05,0,461
Barnet,E09000003,2021-04-05,0,749
Bexley,E09000004,2021-04-05,0,562
Brent,E09000005,2021-04-05,0,691
Bromley,E09000006,2021-04-05,0,620
Camden,E09000007,2021-04-05,0,271
Croydon,E09000008,2021-04-05,0,802
Ealing,E09000009,2021-04-05,0,617
Enfield,E09000010,2021-04-05,0,584
Greenwich,E09000011,2021-04-05,0,437
Hackney and City of London,E09000012,2021-04-05,0,429
Hammersmith and Fulham,E09000013,2021-04-05,0,231
Haringey,E09000014,2021-04-05,0,388
Harrow,E09000015,2021-04-05,0,503
Havering,E09000016,2021-04-05,0,836
Hillingdon,E09000017,2021-04-05,1,626
Hounslow,E09000018,2021-04-05,0,558
Islington,E09000019,2021-04-05,0,292
Kensington and Chelsea,E09000020,2021-04-05,0,212
Kingston upon Thames,E09000021,2021-04-05,0,296
Lambeth,E09000022,2021-04-05,0,507
Lewisham,E09000023,2021-04-05,0,513
Merton,E09000024,2021-04-05,0,406
Newham,E09000025,2021-04-05,0,617
Redbridge,E09000026,2021-04-05,0,737
Richmond upon Thames,E09000027,2021-04-05,0,279
Southwark,E09000028,2021-04-05,0,340
Sutton,E09000029,2021-04-05,0,436
Tower Hamlets,E09000030,2021-04-05,0,394
Waltham Forest,E09000031,2021-04-05,0,471
Wandsworth,E09000032,2021-04-05,0,431
Westminster,E09000033,2021-04-05,0,304
Barking and Dagenham,E09000002,2021-04-06,0,461
Barnet,E09000003,2021-04-06,0,749
Bexley,E09000004,2021-04-06,0,562
Brent,E09000005,2021-04-06,0,691
Bromley,E09000006,2021-04-06,0,620
Camden,E09000007,2021-04-06,0,271
Croydon,E09000008,2021-04-06,0,802
Ealing,E09000009,2021-04-06,0,617
Enfield,E09000010,2021-04-06,0,584
Greenwich,E09000011,2021-04-06,0,437
Hackney and City of London,E09000012,2021-04-06,0,429
Hammersmith and Fulham,E09000013,2021-04-06,0,231
Haringey,E09000014,2021-04-06,0,388
Harrow,E09000015,2021-04-06,0,503
Havering,E09000016,2021-04-06,0,836
Hillingdon,E09000017,2021-04-06,1,627
Hounslow,E09000018,2021-04-06,0,558
Islington,E09000019,2021-04-06,0,292
Kensington and Chelsea,E09000020,2021-04-06,0,212
Kingston upon Thames,E09000021,2021-04-06,0,296
Lambeth,E09000022,2021-04-06,0,507
Lewisham,E09000023,2021-04-06,0,513
Merton,E09000024,2021-04-06,0,406
Newham,E09000025,2021-04-06,0,617
Redbridge,E09000026,2021-04-06,0,737
Richmond upon Thames,E09000027,2021-04-06,0,279
Southwark,E09000028,2021-04-06,0,340
Sutton,E09000029,2021-04-06,0,436
Tower Hamlets,E09000030,2021-04-06,0,394
Waltham Forest,E09000031,2021-04-06,0,471
Wandsworth,E09000032,2021-04-06,0,431
Westminster,E09000033,2021-04-06,0,304
Barking and Dagenham,E09000002,2021-04-07,0,461
Barnet,E09000003,2021-04-07,0,749
Bexley,E09000004,2021-04-07,0,562
Brent,E09000005,2021-04-07,0,691
Bromley,E09000006,2021-04-07,0,620
Camden,E09000007,2021-04-07,0,271
Croydon,E09000008,2021-04-07,0,802
Ealing,E09000009,2021-04-07,0,617
Enfield,E09000010,2021-04-07,0,584
Greenwich,E09000011,2021-04-07,0,437
Hackney and City of London,E09000012,2021-04-07,0,429
Hammersmith and Fulham,E09000013,2021-04-07,0,231
Haringey,E09000014,2021-04-07,0,388
Harrow,E09000015,2021-04-07,0,503
Havering,E09000016,2021-04-07,0,836
Hillingdon,E09000017,2021-04-07,0,627
Hounslow,E09000018,2021-04-07,1,559
Islington,E09000019,2021-04-07,0,292
Kensington and Chelsea,E09000020,2021-04-07,0,212
Kingston upon Thames,E09000021,2021-04-07,0,296
Lambeth,E09000022,2021-04-07,0,507
Lewisham,E09000023,2021-04-07,0,513
Merton,E09000024,2021-04-07,0,406
Newham,E09000025,2021-04-07,0,617
Redbridge,E09000026,2021-04-07,1,738
Richmond upon Thames,E09000027,2021-04-07,0,279
Southwark,E09000028,2021-04-07,0,340
Sutton,E09000029,2021-04-07,0,436
Tower Hamlets,E09000030,2021-04-07,0,394
Waltham Forest,E09000031,2021-04-07,0,471
Wandsworth,E09000032,2021-04-07,0,431
Westminster,E09000033,2021-04-07,0,304
Barking and Dagenham,E09000002,2021-04-08,0,461
Barnet,E09000003,2021-04-08,0,749
Bexley,E09000004,2021-04-08,0,562
Brent,E09000005,2021-04-08,0,691
Bromley,E09000006,2021-04-08,0,620
Camden,E09000007,2021-04-08,0,271
Croydon,E09000008,2021-04-08,0,802
Ealing,E09000009,2021-04-08,0,617
Enfield,E09000010,2021-04-08,0,584
Greenwich,E09000011,2021-04-08,0,437
Hackney and City of London,E09000012,2021-04-08,0,429
Hammersmith and Fulham,E09000013,2021-04-08,1,232
Haringey,E09000014,2021-04-08,0,388
Harrow,E09000015,2021-04-08,0,503
Havering,E09000016,2021-04-08,0,836
Hillingdon,E09000017,2021-04-08,0,627
Hounslow,E09000018,2021-04-08,0,559
Islington,E09000019,2021-04-08,0,292
Kensington and Chelsea,E09000020,2021-04-08,0,212
Kingston upon Thames,E09000021,2021-04-08,1,297
Lambeth,E09000022,2021-04-08,0,507
Lewisham,E09000023,2021-04-08,0,513
Merton,E09000024,2021-04-08,0,406
Newham,E09000025,2021-04-08,0,617
Redbridge,E09000026,2021-04-08,0,738
Richmond upon Thames,E09000027,2021-04-08,0,279
Southwark,E09000028,2021-04-08,0,340
Sutton,E09000029,2021-04-08,0,436
Tower Hamlets,E09000030,2021-04-08,0,394
Waltham Forest,E09000031,2021-04-08,0,471
Wandsworth,E09000032,2021-04-08,0,431
Westminster,E09000033,2021-04-08,0,304
Barking and Dagenham,E09000002,2021-04-09,0,461
Barnet,E09000003,2021-04-09,1,750
Bexley,E09000004,2021-04-09,0,562
Brent,E09000005,2021-04-09,0,691
Bromley,E09000006,2021-04-09,0,620
Camden,E09000007,2021-04-09,0,271
Croydon,E09000008,2021-04-09,0,802
Ealing,E09000009,2021-04-09,0,617
Enfield,E09000010,2021-04-09,0,584
Greenwich,E09000011,2021-04-09,0,437
Hackney and City of London,E09000012,2021-04-09,0,429
Hammersmith and Fulham,E09000013,2021-04-09,0,232
Haringey,E09000014,2021-04-09,0,388
Harrow,E09000015,2021-04-09,0,503
Havering,E09000016,2021-04-09,0,836
Hillingdon,E09000017,2021-04-09,0,627
Hounslow,E09000018,2021-04-09,0,559
Islington,E09000019,2021-04-09,0,292
Kensington and Chelsea,E09000020,2021-04-09,0,212
Kingston upon Thames,E09000021,2021-04-09,0,297
Lambeth,E09000022,2021-04-09,0,507
Lewisham,E09000023,2021-04-09,0,513
Merton,E09000024,2021-04-09,0,406
Newham,E09000025,2021-04-09,0,617
Redbridge,E09000026,2021-04-09,0,738
Richmond upon Thames,E09000027,2021-04-09,0,279
Southwark,E09000028,2021-04-09,0,340
Sutton,E09000029,2021-04-09,0,436
Tower Hamlets,E09000030,2021-04-09,0,394
Waltham Forest,E09000031,2021-04-09,0,471
Wandsworth,E09000032,2021-04-09,0,431
Westminster,E09000033,2021-04-09,0,304
Barking and Dagenham,E09000002,2021-04-10,0,461
Barnet,E09000003,2021-04-10,0,750
Bexley,E09000004,2021-04-10,0,562
Brent,E09000005,2021-04-10,1,692
Bromley,E09000006,2021-04-10,0,620
Camden,E09000007,2021-04-10,0,271
Croydon,E09000008,2021-04-10,0,802
Ealing,E09000009,2021-04-10,0,617
Enfield,E09000010,2021-04-10,0,584
Greenwich,E09000011,2021-04-10,0,437
Hackney and City of London,E09000012,2021-04-10,1,430
Hammersmith and Fulham,E09000013,2021-04-10,0,232
Haringey,E09000014,2021-04-10,0,388
Harrow,E09000015,2021-04-10,1,504
Havering,E09000016,2021-04-10,0,836
Hillingdon,E09000017,2021-04-10,0,627
Hounslow,E09000018,2021-04-10,0,559
Islington,E09000019,2021-04-10,0,292
Kensington and Chelsea,E09000020,2021-04-10,0,212
Kingston upon Thames,E09000021,2021-04-10,0,297
Lambeth,E09000022,2021-04-10,0,507
Lewisham,E09000023,2021-04-10,0,513
Merton,E09000024,2021-04-10,0,406
Newham,E09000025,2021-04-10,0,617
Redbridge,E09000026,2021-04-10,0,738
Richmond upon Thames,E09000027,2021-04-10,0,279
Southwark,E09000028,2021-04-10,0,340
Sutton,E09000029,2021-04-10,0,436
Tower Hamlets,E09000030,2021-04-10,0,394
Waltham Forest,E09000031,2021-04-10,0,471
Wandsworth,E09000032,2021-04-10,0,431
Westminster,E09000033,2021-04-10,0,304
Barking and Dagenham,E09000002,2021-04-11,0,461
Barnet,E09000003,2021-04-11,0,750
Bexley,E09000004,2021-04-11,0,562
Brent,E09000005,2021-04-11,1,693
Bromley,E09000006,2021-04-11,0,620
Camden,E09000007,2021-04-11,0,271
Croydon,E09000008,2021-04-11,0,802
Ealing,E09000009,2021-04-11,0,617
Enfield,E09000010,2021-04-11,0,584
Greenwich,E09000011,2021-04-11,0,437
Hackney and City of London,E09000012,2021-04-11,0,430
Hammersmith and Fulham,E09000013,2021-04-11,0,232
Haringey,E09000014,2021-04-11,0,388
Harrow,E09000015,2021-04-11,0,504
Havering,E09000016,2021-04-11,0,836
Hillingdon,E09000017,2021-04-11,1,628
Hounslow,E09000018,2021-04-11,0,559
Islington,E09000019,2021-04-11,0,292
Kensington and Chelsea,E09000020,2021-04-11,0,212
Kingston upon Thames,E09000021,2021-04-11,0,297
Lambeth,E09000022,2021-04-11,0,507
Lewisham,E09000023,2021-04-11,0,513
Merton,E09000024,2021-04-11,0,406
Newham,E09000025,2021-04-11,0,617
Redbridge,E09000026,2021-04-11,1,739
Richmond upon Thames,E09000027,2021-04-11,0,279
Southwark,E09000028,2021-04-11,0,340
Sutton,E09000029,2021-04-11,0,436
Tower Hamlets,E09000030,2021-04-11,0,394
Waltham Forest,E09000031,2021-04-11,0,471
Wandsworth,E09000032,2021-04-11,0,431
Westminster,E09000033,2021-04-11,0,304
Barking and Dagenham,E09000002,2021-04-12,0,461
Barnet,E09000003,2021-04-12,0,750
Bexley,E09000004,2021-04-12,0,562
Brent,E09000005,2021-04-12,0,693
Bromley,E09000006,2021-04-12,0,620
Camden,E09000007,2021-04-12,0,271
Croydon,E09000008,2021-04-12,0,802
Ealing,E09000009,2021-04-12,0,617
Enfield,E09000010,2021-04-12,0,584
Greenwich,E09000011,2021-04-12,0,437
Hackney and City of London,E09000012,2021-04-12,0,430
Hammersmith and Fulham,E09000013,2021-04-12,0,232
Haringey,E09000014,2021-04-12,0,388
Harrow,E09000015,2021-04-12,0,504
Havering,E09000016,2021-04-12,0,836
Hillingdon,E09000017,2021-04-12,0,628
Hounslow,E09000018,2021-04-12,0,559
Islington,E09000019,2021-04-12,0,292
Kensington and Chelsea,E09000020,2021-04-12,0,212
Kingston upon Thames,E09000021,2021-04-12,0,297
Lambeth,E09000022,2021-04-12,0,507
Lewisham,E09000023,2021-04-12,0,513
Merton,E09000024,2021-04-12,0,406
Newham,E09000025,2021-04-12,0,617
Redbridge,E09000026,2021-04-12,0,739
Richmond upon Thames,E09000027,2021-04-12,0,279
Southwark,E09000028,2021-04-12,0,340
Sutton,E09000029,2021-04-12,0,436
Tower Hamlets,E09000030,2021-04-12,0,394
Waltham Forest,E09000031,2021-04-12,0,471
Wandsworth,E09000032,2021-04-12,0,431
Westminster,E09000033,2021-04-12,0,304
Barking and Dagenham,E09000002,2021-04-13,0,461
Barnet,E09000003,2021-04-13,0,750
Bexley,E09000004,2021-04-13,0,562
Brent,E09000005,2021-04-13,0,693
Bromley,E09000006,2021-04-13,0,620
Camden,E09000007,2021-04-13,0,271
Croydon,E09000008,2021-04-13,0,802
Ealing,E09000009,2021-04-13,0,617
Enfield,E09000010,2021-04-13,0,584
Greenwich,E09000011,2021-04-13,0,437
Hackney and City of London,E09000012,2021-04-13,1,431
Hammersmith and Fulham,E09000013,2021-04-13,0,232
Haringey,E09000014,2021-04-13,0,388
Harrow,E09000015,2021-04-13,0,504
Havering,E09000016,2021-04-13,0,836
Hillingdon,E09000017,2021-04-13,1,629
Hounslow,E09000018,2021-04-13,0,559
Islington,E09000019,2021-04-13,0,292
Kensington and Chelsea,E09000020,2021-04-13,0,212
Kingston upon Thames,E09000021,2021-04-13,0,297
Lambeth,E09000022,2021-04-13,0,507
Lewisham,E09000023,2021-04-13,0,513
Merton,E09000024,2021-04-13,0,406
Newham,E09000025,2021-04-13,0,617
Redbridge,E09000026,2021-04-13,0,739
Richmond upon Thames,E09000027,2021-04-13,0,279
Southwark,E09000028,2021-04-13,0,340
Sutton,E09000029,2021-04-13,0,436
Tower Hamlets,E09000030,2021-04-13,0,394
Waltham Forest,E09000031,2021-04-13,0,471
Wandsworth,E09000032,2021-04-13,0,431
Westminster,E09000033,2021-04-13,0,304
Barking and Dagenham,E09000002,2021-04-14,0,461
Barnet,E09000003,2021-04-14,0,750
Bexley,E09000004,2021-04-14,0,562
Brent,E09000005,2021-04-14,0,693
Bromley,E09000006,2021-04-14,0,620
Camden,E09000007,2021-04-14,0,271
Croydon,E09000008,2021-04-14,0,802
Ealing,E09000009,2021-04-14,0,617
Enfield,E09000010,2021-04-14,0,584
Greenwich,E09000011,2021-04-14,0,437
Hackney and City of London,E09000012,2021-04-14,0,431
Hammersmith and Fulham,E09000013,2021-04-14,0,232
Haringey,E09000014,2021-04-14,0,388
Harrow,E09000015,2021-04-14,0,504
Havering,E09000016,2021-04-14,0,836
Hillingdon,E09000017,2021-04-14,0,629
Hounslow,E09000018,2021-04-14,0,559
Islington,E09000019,2021-04-14,0,292
Kensington and Chelsea,E09000020,2021-04-14,0,212
Kingston upon Thames,E09000021,2021-04-14,0,297
Lambeth,E09000022,2021-04-14,0,507
Lewisham,E09000023,2021-04-14,0,513
Merton,E09000024,2021-04-14,0,406
Newham,E09000025,2021-04-14,0,617
Redbridge,E09000026,2021-04-14,0,739
Richmond upon Thames,E09000027,2021-04-14,0,279
Southwark,E09000028,2021-04-14,0,340
Sutton,E09000029,2021-04-14,0,436
Tower Hamlets,E09000030,2021-04-14,0,394
Waltham Forest,E09000031,2021-04-14,0,471
Wandsworth,E09000032,2021-04-14,0,431
Westminster,E09000033,2021-04-14,0,304
Barking and Dagenham,E09000002,2021-04-15,0,461
Barnet,E09000003,2021-04-15,0,750
Bexley,E09000004,2021-04-15,0,562
Brent,E09000005,2021-04-15,0,693
Bromley,E09000006,2021-04-15,0,620
Camden,E09000007,2021-04-15,0,271
Croydon,E09000008,2021-04-15,0,802
Ealing,E09000009,2021-04-15,0,617
Enfield,E09000010,2021-04-15,0,584
Greenwich,E09000011,2021-04-15,0,437
Hackney and City of London,E09000012,2021-04-15,0,431
Hammersmith and Fulham,E09000013,2021-04-15,0,232
Haringey,E09000014,2021-04-15,0,388
Harrow,E09000015,2021-04-15,0,504
Havering,E09000016,2021-04-15,0,836
Hillingdon,E09000017,2021-04-15,0,629
Hounslow,E09000018,2021-04-15,0,559
Islington,E09000019,2021-04-15,0,292
Kensington and Chelsea,E09000020,2021-04-15,0,212
Kingston upon Thames,E09000021,2021-04-15,1,298
Lambeth,E09000022,2021-04-15,0,507
Lewisham,E09000023,2021-04-15,0,513
Merton,E09000024,2021-04-15,0,406
Newham,E09000025,2021-04-15,0,617
Redbridge,E09000026,2021-04-15,1,740
Richmond upon Thames,E09000027,2021-04-15,0,279
Southwark,E09000028,2021-04-15,0,340
Sutton,E09000029,2021-04-15,0,436
Tower Hamlets,E09000030,2021-04-15,0,394
Waltham Forest,E09000031,2021-04-15,0,471
Wandsworth,E09000032,2021-04-15,0,431
Westminster,E09000033,2021-04-15,0,304
Barking and Dagenham,E09000002,2021-04-16,0,461
Barnet,E09000003,2021-04-16,0,750
Bexley,E09000004,2021-04-16,0,562
Brent,E09000005,2021-04-16,0,693
Bromley,E09000006,2021-04-16,0,620
Camden,E09000007,2021-04-16,0,271
Croydon,E09000008,2021-04-16,0,802
Ealing,E09000009,2021-04-16,0,617
Enfield,E09000010,2021-04-16,0,584
Greenwich,E09000011,2021-04-16,0,437
Hackney and City of London,E09000012,2021-04-16,0,431
Hammersmith and Fulham,E09000013,2021-04-16,0,232
Haringey,E09000014,2021-04-16,0,388
Harrow,E09000015,2021-04-16,1,505
Havering,E09000016,2021-04-16,0,836
Hillingdon,E09000017,2021-04-16,0,629
Hounslow,E09000018,2021-04-16,0,559
Islington,E09000019,2021-04-16,0,292
Kensington and Chelsea,E09000020,2021-04-16,0,212
Kingston upon Thames,E09000021,2021-04-16,1,299
Lambeth,E09000022,2021-04-16,0,507
Lewisham,E09000023,2021-04-16,0,513
Merton,E09000024,2021-04-16,0,406
Newham,E09000025,2021-04-16,0,617
Redbridge,E09000026,2021-04-16,0,740
Richmond upon Thames,E09000027,2021-04-16,0,279
Southwark,E09000028,2021-04-16,0,340
Sutton,E09000029,2021-04-16,0,436
Tower Hamlets,E09000030,2021-04-16,0,394
Waltham Forest,E09000031,2021-04-16,0,471
Wandsworth,E09000032,2021-04-16,0,431
Westminster,E09000033,2021-04-16,0,304
Barking and Dagenham,E09000002,2021-04-17,0,461
Barnet,E09000003,2021-04-17,0,750
Bexley,E09000004,2021-04-17,0,562
Brent,E09000005,2021-04-17,0,693
Bromley,E09000006,2021-04-17,0,620
Camden,E09000007,2021-04-17,0,271
Croydon,E09000008,2021-04-17,0,802
Ealing,E09000009,2021-04-17,0,617
Enfield,E09000010,2021-04-17,0,584
Greenwich,E09000011,2021-04-17,0,437
Hackney and City of London,E09000012,2021-04-17,0,431
Hammersmith and Fulham,E09000013,2021-04-17,0,232
Haringey,E09000014,2021-04-17,0,388
Harrow,E09000015,2021-04-17,0,505
Havering,E09000016,2021-04-17,0,836
Hillingdon,E09000017,2021-04-17,0,629
Hounslow,E09000018,2021-04-17,0,559
Islington,E09000019,2021-04-17,0,292
Kensington and Chelsea,E09000020,2021-04-17,0,212
Kingston upon Thames,E09000021,2021-04-17,1,300
Lambeth,E09000022,2021-04-17,0,507
Lewisham,E09000023,2021-04-17,0,513
Merton,E09000024,2021-04-17,0,406
Newham,E09000025,2021-04-17,0,617
Redbridge,E09000026,2021-04-17,0,740
Richmond upon Thames,E09000027,2021-04-17,0,279
Southwark,E09000028,2021-04-17,0,340
Sutton,E09000029,2021-04-17,0,436
Tower Hamlets,E09000030,2021-04-17,0,394
Waltham Forest,E09000031,2021-04-17,0,471
Wandsworth,E09000032,2021-04-17,0,431
Westminster,E09000033,2021-04-17,0,304
Barking and Dagenham,E09000002,2021-04-18,0,461
Barnet,E09000003,2021-04-18,0,750
Bexley,E09000004,2021-04-18,0,562
Brent,E09000005,2021-04-18,0,693
Bromley,E09000006,2021-04-18,0,620
Camden,E09000007,2021-04-18,0,271
Croydon,E09000008,2021-04-18,0,802
Ealing,E09000009,2021-04-18,0,617
Enfield,E09000010,2021-04-18,0,584
Greenwich,E09000011,2021-04-18,0,437
Hackney and City of London,E09000012,2021-04-18,0,431
Hammersmith and Fulham,E09000013,2021-04-18,0,232
Haringey,E09000014,2021-04-18,0,388
Harrow,E09000015,2021-04-18,0,505
Havering,E09000016,2021-04-18,0,836
Hillingdon,E09000017,2021-04-18,0,629
Hounslow,E09000018,2021-04-18,0,559
Islington,E09000019,2021-04-18,0,292
Kensington and Chelsea,E09000020,2021-04-18,0,212
Kingston upon Thames,E09000021,2021-04-18,0,300
Lambeth,E09000022,2021-04-18,0,507
Lewisham,E09000023,2021-04-18,0,513
Merton,E09000024,2021-04-18,0,406
Newham,E09000025,2021-04-18,0,617
Redbridge,E09000026,2021-04-18,0,740
Richmond upon Thames,E09000027,2021-04-18,0,279
Southwark,E09000028,2021-04-18,0,340
Sutton,E09000029,2021-04-18,0,436
Tower Hamlets,E09000030,2021-04-18,1,395
Waltham Forest,E09000031,2021-04-18,1,472
Wandsworth,E09000032,2021-04-18,0,431
Westminster,E09000033,2021-04-18,0,304
Barking and Dagenham,E09000002,2021-04-19,0,461
Barnet,E09000003,2021-04-19,0,750
Bexley,E09000004,2021-04-19,0,562
Brent,E09000005,2021-04-19,0,693
Bromley,E09000006,2021-04-19,0,620
Camden,E09000007,2021-04-19,1,272
Croydon,E09000008,2021-04-19,0,802
Ealing,E09000009,2021-04-19,0,617
Enfield,E09000010,2021-04-19,0,584
Greenwich,E09000011,2021-04-19,0,437
Hackney and City of London,E09000012,2021-04-19,0,431
Hammersmith and Fulham,E09000013,2021-04-19,0,232
Haringey,E09000014,2021-04-19,0,388
Harrow,E09000015,2021-04-19,0,505
Havering,E09000016,2021-04-19,0,836
Hillingdon,E09000017,2021-04-19,1,630
Hounslow,E09000018,2021-04-19,0,559
Islington,E09000019,2021-04-19,0,292
Kensington and Chelsea,E09000020,2021-04-19,0,212
Kingston upon Thames,E09000021,2021-04-19,0,300
Lambeth,E09000022,2021-04-19,0,507
Lewisham,E09000023,2021-04-19,0,513
Merton,E09000024,2021-04-19,0,406
Newham,E09000025,2021-04-19,0,617
Redbridge,E09000026,2021-04-19,0,740
Richmond upon Thames,E09000027,2021-04-19,1,280
Southwark,E09000028,2021-04-19,0,340
Sutton,E09000029,2021-04-19,0,436
Tower Hamlets,E09000030,2021-04-19,0,395
Waltham Forest,E09000031,2021-04-19,0,472
Wandsworth,E09000032,2021-04-19,0,431
Westminster,E09000033,2021-04-19,0,304
Barking and Dagenham,E09000002,2021-04-20,0,461
Barnet,E09000003,2021-04-20,0,750
Bexley,E09000004,2021-04-20,0,562
Brent,E09000005,2021-04-20,0,693
Bromley,E09000006,2021-04-20,0,620
Camden,E09000007,2021-04-20,0,272
Croydon,E09000008,2021-04-20,0,802
Ealing,E09000009,2021-04-20,0,617
Enfield,E09000010,2021-04-20,0,584
Greenwich,E09000011,2021-04-20,0,437
Hackney and City of London,E09000012,2021-04-20,1,432
Hammersmith and Fulham,E09000013,2021-04-20,0,232
Haringey,E09000014,2021-04-20,0,388
Harrow,E09000015,2021-04-20,0,505
Havering,E09000016,2021-04-20,0,836
Hillingdon,E09000017,2021-04-20,0,630
Hounslow,E09000018,2021-04-20,1,560
Islington,E09000019,2021-04-20,0,292
Kensington and Chelsea,E09000020,2021-04-20,0,212
Kingston upon Thames,E09000021,2021-04-20,0,300
Lambeth,E09000022,2021-04-20,0,507
Lewisham,E09000023,2021-04-20,0,513
Merton,E09000024,2021-04-20,0,406
Newham,E09000025,2021-04-20,0,617
Redbridge,E09000026,2021-04-20,0,740
Richmond upon Thames,E09000027,2021-04-20,0,280
Southwark,E09000028,2021-04-20,0,340
Sutton,E09000029,2021-04-20,0,436
Tower Hamlets,E09000030,2021-04-20,0,395
Waltham Forest,E09000031,2021-04-20,0,472
Wandsworth,E09000032,2021-04-20,0,431
Westminster,E09000033,2021-04-20,0,304
Barking and Dagenham,E09000002,2021-04-21,0,461
Barnet,E09000003,2021-04-21,0,750
Bexley,E09000004,2021-04-21,0,562
Brent,E09000005,2021-04-21,1,694
Bromley,E09000006,2021-04-21,0,620
Camden,E09000007,2021-04-21,0,272
Croydon,E09000008,2021-04-21,0,802
Ealing,E09000009,2021-04-21,0,617
Enfield,E09000010,2021-04-21,0,584
Greenwich,E09000011,2021-04-21,0,437
Hackney and City of London,E09000012,2021-04-21,0,432
Hammersmith and Fulham,E09000013,2021-04-21,0,232
Haringey,E09000014,2021-04-21,0,388
Harrow,E09000015,2021-04-21,0,505
Havering,E09000016,2021-04-21,0,836
Hillingdon,E09000017,2021-04-21,0,630
Hounslow,E09000018,2021-04-21,0,560
Islington,E09000019,2021-04-21,0,292
Kensington and Chelsea,E09000020,2021-04-21,0,212
Kingston upon Thames,E09000021,2021-04-21,0,300
Lambeth,E09000022,2021-04-21,0,507
Lewisham,E09000023,2021-04-21,0,513
Merton,E09000024,2021-04-21,0,406
Newham,E09000025,2021-04-21,0,617
Redbridge,E09000026,2021-04-21,0,740
Richmond upon Thames,E09000027,2021-04-21,0,280
Southwark,E09000028,2021-04-21,0,340
Sutton,E09000029,2021-04-21,0,436
Tower Hamlets,E09000030,2021-04-21,0,395
Waltham Forest,E09000031,2021-04-21,0,472
Wandsworth,E09000032,2021-04-21,0,431
Westminster,E09000033,2021-04-21,0,304
Barking and Dagenham,E09000002,2021-04-22,0,461
Barnet,E09000003,2021-04-22,0,750
Bexley,E09000004,2021-04-22,0,562
Brent,E09000005,2021-04-22,0,694
Bromley,E09000006,2021-04-22,0,620
Camden,E09000007,2021-04-22,0,272
Croydon,E09000008,2021-04-22,0,802
Ealing,E09000009,2021-04-22,0,617
Enfield,E09000010,2021-04-22,0,584
Greenwich,E09000011,2021-04-22,0,437
Hackney and City of London,E09000012,2021-04-22,0,432
Hammersmith and Fulham,E09000013,2021-04-22,0,232
Haringey,E09000014,2021-04-22,0,388
Harrow,E09000015,2021-04-22,0,505
Havering,E09000016,2021-04-22,0,836
Hillingdon,E09000017,2021-04-22,0,630
Hounslow,E09000018,2021-04-22,0,560
Islington,E09000019,2021-04-22,0,292
Kensington and Chelsea,E09000020,2021-04-22,0,212
Kingston upon Thames,E09000021,2021-04-22,0,300
Lambeth,E09000022,2021-04-22,0,507
Lewisham,E09000023,2021-04-22,0,513
Merton,E09000024,2021-04-22,0,406
Newham,E09000025,2021-04-22,0,617
Redbridge,E09000026,2021-04-22,0,740
Richmond upon Thames,E09000027,2021-04-22,0,280
Southwark,E09000028,2021-04-22,0,340
Sutton,E09000029,2021-04-22,0,436
Tower Hamlets,E09000030,2021-04-22,0,395
Waltham Forest,E09000031,2021-04-22,0,472
Wandsworth,E09000032,2021-04-22,0,431
Westminster,E09000033,2021-04-22,0,304
Barking and Dagenham,E09000002,2021-04-23,0,461
Barnet,E09000003,2021-04-23,0,750
Bexley,E09000004,2021-04-23,0,562
Brent,E09000005,2021-04-23,0,694
Bromley,E09000006,2021-04-23,0,620
Camden,E09000007,2021-04-23,0,272
Croydon,E09000008,2021-04-23,0,802
Ealing,E09000009,2021-04-23,0,617
Enfield,E09000010,2021-04-23,0,584
Greenwich,E09000011,2021-04-23,0,437
Hackney and City of London,E09000012,2021-04-23,0,432
Hammersmith and Fulham,E09000013,2021-04-23,0,232
Haringey,E09000014,2021-04-23,0,388
Harrow,E09000015,2021-04-23,0,505
Havering,E09000016,2021-04-23,0,836
Hillingdon,E09000017,2021-04-23,0,630
Hounslow,E09000018,2021-04-23,0,560
Islington,E09000019,2021-04-23,0,292
Kensington and Chelsea,E09000020,2021-04-23,0,212
Kingston upon Thames,E09000021,2021-04-23,1,301
Lambeth,E09000022,2021-04-23,0,507
Lewisham,E09000023,2021-04-23,0,513
Merton,E09000024,2021-04-23,0,406
Newham,E09000025,2021-04-23,0,617
Redbridge,E09000026,2021-04-23,0,740
Richmond upon Thames,E09000027,2021-04-23,0,280
Southwark,E09000028,2021-04-23,0,340
Sutton,E09000029,2021-04-23,0,436
Tower Hamlets,E09000030,2021-04-23,0,395
Waltham Forest,E09000031,2021-04-23,0,472
Wandsworth,E09000032,2021-04-23,0,431
Westminster,E09000033,2021-04-23,0,304
Barking and Dagenham,E09000002,2021-04-24,0,461
Barnet,E09000003,2021-04-24,0,750
Bexley,E09000004,2021-04-24,0,562
Brent,E09000005,2021-04-24,0,694
Bromley,E09000006,2021-04-24,0,620
Camden,E09000007,2021-04-24,0,272
Croydon,E09000008,2021-04-24,0,802
